t_ms,red,ir,stm_glucose,stm_status,stm_sqi
23240,79020,109791,,,
23250,79002,109745,,,
23260,78949,109704,,,
23270,78941,109679,,,
23280,78911,109635,,,
23290,78868,109605,,,
23300,78838,109576,,,
23310,78847,109564,,,
23320,78830,109535,,,
23330,78830,109532,,,
23340,78827,109541,,,
23350,78856,109560,,,
23360,78901,109601,,,
23370,78950,109679,,,
23380,79039,109787,,,
23390,79134,109927,,,
23400,79254,110065,,,
23410,79362,110216,,,
23420,79504,110355,,,
23430,79618,110554,,,
23440,79774,110747,,,
23450,79916,110898,,,
23460,80034,111046,,,
23470,80124,111188,,,
23480,80232,111272,,,
23490,80269,111356,,,
23500,80251,111379,,,
23510,80237,111356,,,
23520,80263,111313,,,
23530,80209,111280,,,
23540,80149,111165,,,
23550,80078,111099,,,
23560,79998,110981,,,
23570,79934,110930,,,
23580,79849,110828,,,
23590,79807,110741,,,
23600,79736,110675,,,
23610,79708,110620,,,
23620,79643,110560,,,
23630,79593,110514,,,
23640,79543,110425,,,
23650,79478,110358,,,
23660,79411,110276,,,
23670,79355,110185,,,
23680,79267,110074,,,
23690,79175,109963,,,
23700,79095,109846,,,
23710,78984,109746,,,
23720,78910,109628,,,
23730,78821,109536,,,
23740,78759,109424,,,
23750,78691,109325,,,
23760,78630,109283,,,
23770,78568,109224,,,
23780,78528,109165,,,
23790,78479,109120,,,
23800,78458,109112,,,
23810,78469,109084,,,
23820,78454,109058,,,
23830,78489,109083,,,
23840,78495,109097,,,
23850,78527,109159,,,
23860,78584,109190,,,
23870,78601,109261,,,
23880,78663,109334,,,
23890,78712,109389,,,
23900,78777,109485,,,
23910,78862,109566,,,
23920,78921,109654,,,
23930,78998,109733,,,
23940,79069,109843,,,
23950,79159,109949,,,
23960,79233,110034,,,
23970,79317,110103,,,
23980,79349,110185,,,
23990,79417,110263,,,
24000,79220,110051,,,
24010,79221,110020,,,
24020,79196,109997,,,
24030,79186,109968,,,
24040,79146,109941,,,
24050,79160,109950,,,
24060,79124,109907,,,
24070,79148,109902,,,
24080,79108,109902,,,
24090,79125,109903,,,
24100,79120,109909,,,
24110,79122,109901,,,
24120,79140,109925,,,
24130,79121,109921,,,
24140,79128,109922,,,
24150,79137,109957,,,
24160,79136,109923,,,
24170,79143,109925,,,
24180,79128,109939,,,
24190,79096,109913,,,
24200,79119,109894,,,
24210,79092,109881,,,
24220,79069,109842,,,
24230,79035,109828,,,
24240,79021,109785,,,
24250,79005,109756,,,
24260,78963,109722,,,
24270,78962,109651,,,
24280,78926,109653,,,
24290,78879,109611,,,
24300,78849,109595,,,
24310,78845,109581,,,
24320,78821,109547,,,
24330,78838,109542,,,
24340,78824,109542,,,
24350,78853,109562,,,
24360,78885,109619,,,
24370,78952,109698,,,
24380,79036,109806,,,
24390,79138,109903,,,
24400,79227,110051,,,
24410,79370,110221,,,
24420,79514,110392,,,
24430,79629,110577,,,
24440,79780,110723,,,
24450,79911,110871,,,
24460,80062,111056,,,
24470,80135,111179,,,
24480,80210,111273,,,
24490,80261,111343,,,
24500,80303,111357,,,
24510,80284,111347,,,
24520,80249,111323,,,
24530,80203,111265,,,
24540,80175,111197,,,
24550,80059,111080,,,
24560,79990,111011,,,
24570,79938,110909,,,
24580,79856,110835,,,
24590,79793,110754,,,
24600,79746,110683,,,
24610,79690,110621,,,
24620,79641,110552,,,
24630,79600,110488,,,
24640,79552,110438,,,
24650,79483,110353,,,
24660,79435,110261,,,
24670,79353,110186,,,
24680,79271,110092,,,
24690,79178,109968,,,
24700,79096,109871,,,
24710,78991,109725,,,
24720,78893,109627,,,
24730,78823,109524,,,
24740,78757,109418,,,
24750,78694,109341,,,
24760,78632,109271,,,
24770,78563,109216,,,
24780,78518,109137,,,
24790,78492,109122,,,
24800,78476,109102,,,
24810,78450,109084,,,
24820,78465,109103,,,
24830,78496,109096,,,
24840,78494,109106,,,
24850,78555,109168,,,
24860,78553,109207,,,
24870,78600,109254,,,
24880,78654,109306,,,
24890,78718,109398,,,
24900,78756,109486,,,
24910,78861,109565,,,
24920,78911,109659,,,
24930,79007,109760,,,
24940,79095,109848,,,
24950,79164,109951,,,
24960,79229,110041,,,
24970,79300,110137,,,
24980,79360,110225,,,
24990,79412,110274,,,
25000,79223,110044,,,
25010,79211,110015,,,
25020,79212,109992,,,
25030,79198,109964,,,
25040,79157,109924,,,
25050,79150,109920,,,
25060,79120,109888,,,
25070,79134,109900,,,
25080,79120,109901,,,
25090,79109,109913,,,
25100,79125,109897,,,
25110,79099,109913,,,
25120,79136,109919,,,
25130,79130,109912,,,
25140,79154,109906,,,
25150,79136,109923,,,
25160,79140,109930,,,
25170,79151,109920,,,
25180,79143,109943,,,
25190,79111,109913,,,
25200,79127,109909,,,
25210,79093,109859,,,
25220,79058,109824,,,
25230,79041,109815,,,
25240,79031,109773,,,
25250,78982,109738,,,
25260,78965,109711,,,
25270,78922,109689,,,
25280,78911,109650,,,
25290,78893,109598,,,
25300,78875,109560,,,
25310,78828,109552,,,
25320,78854,109537,,,
25330,78836,109534,,,
25340,78823,109544,,,
25350,78866,109574,,,
25360,78899,109606,,,
25370,78934,109695,,,
25380,79057,109812,,,
25390,79142,109907,,,
25400,79247,110049,,,
25410,79361,110210,,,
25420,79476,110388,,,
25430,79644,110598,,,
25440,79767,110714,,,
25450,79911,110892,,,
25460,80039,111066,,,
25470,80172,111180,,,
25480,80211,111260,,,
25490,80266,111350,,,
25500,80280,111377,,,
25510,80303,111336,,,
25520,80249,111317,,,
25530,80208,111269,,,
25540,80152,111160,,,
25550,80079,111081,,,
25560,79994,110988,,,
25570,79942,110893,,,
25580,79858,110829,,,
25590,79795,110747,,,
25600,79736,110682,,,
25610,79675,110616,,,
25620,79630,110549,,,
25630,79619,110501,,,
25640,79530,110428,,,
25650,79485,110362,,,
25660,79437,110285,,,
25670,79353,110176,,,
25680,79253,110080,,,
25690,79192,109968,,,
25700,79099,109857,,,
25710,78991,109737,,,
25720,78894,109622,,,
25730,78838,109524,,,
25740,78741,109427,,,
25750,78674,109314,,,
25760,78623,109268,,,
25770,78586,109201,,,
25780,78535,109162,,,
25790,78478,109120,,,
25800,78475,109097,,,
25810,78471,109086,,,
25820,78463,109088,,,
25830,78470,109080,,,
25840,78500,109117,,,
25850,78510,109140,,,
25860,78546,109203,,,
25870,78596,109254,,,
25880,78647,109315,,,
25890,78741,109399,,,
25900,78770,109468,,,
25910,78825,109561,,,
25920,78917,109662,,,
25930,78993,109745,,,
25940,79087,109836,,,
25950,79129,109959,,,
25960,79239,110033,,,
25970,79301,110110,,,
25980,79363,110211,,,
25990,79418,110285,,,
26000,79253,110025,,,
26010,79228,110018,,,
26020,79195,109993,,,
26030,79181,109983,,,
26040,79152,109956,,,
26050,79121,109919,,,
26060,79141,109900,,,
26070,79131,109909,,,
26080,79116,109900,,,
26090,79122,109930,,,
26100,79139,109931,,,
26110,79122,109932,,,
26120,79142,109909,,,
26130,79117,109912,,,
26140,79117,109922,,,
26150,79144,109946,,,
26160,79146,109932,,,
26170,79133,109931,,,
26180,79139,109922,,,
26190,79129,109936,,,
26200,79096,109879,,,
26210,79098,109872,,,
26220,79068,109834,,,
26230,79055,109825,,,
26240,79029,109771,,,
26250,78978,109718,,,
26260,78958,109727,,,
26270,78943,109673,,,
26280,78891,109636,,,
26290,78876,109604,,,
26300,78863,109598,,,
26310,78822,109573,,,
26320,78843,109560,,,
26330,78813,109532,,,
26340,78826,109568,,,
26350,78869,109578,,,
26360,78881,109624,,,
26370,78954,109675,,,
26380,79044,109793,,,
26390,79154,109915,,,
26400,79232,110045,,,
26410,79379,110197,,,
26420,79493,110367,,,
26430,79655,110554,,,
26440,79792,110743,,,
26450,79923,110895,,,
26460,80048,111058,,,
26470,80154,111189,,,
26480,80244,111269,,,
26490,80263,111339,,,
26500,80299,111359,,,
26510,80295,111353,,,
26520,80256,111321,,,
26530,80188,111283,,,
26540,80157,111187,,,
26550,80094,111073,,,
26560,80004,110981,,,
26570,79938,110903,,,
26580,79864,110815,,,
26590,79801,110734,,,
26600,79732,110668,,,
26610,79686,110622,,,
26620,79640,110570,,,
26630,79589,110505,,,
26640,79534,110420,,,
26650,79498,110359,,,
26660,79437,110286,,,
26670,79365,110190,,,
26680,79230,110080,,,
26690,79156,109978,,,
26700,79098,109849,,,
26710,79005,109761,,,
26720,78926,109624,,,
26730,78824,109522,,,
26740,78747,109432,,,
26750,78682,109355,,,
26760,78606,109293,,,
26770,78559,109215,,,
26780,78523,109160,,,
26790,78505,109126,,,
26800,78473,109092,,,
26810,78454,109081,,,
26820,78481,109095,,,
26830,78476,109109,,,
26840,78498,109122,,,
26850,78518,109149,,,
26860,78565,109197,,,
26870,78616,109236,,,
26880,78681,109330,,,
26890,78707,109397,,,
26900,78788,109478,,,
26910,78860,109569,,,
26920,78918,109666,,,
26930,79003,109755,,,
26940,79041,109843,,,
26950,79141,109930,,,
26960,79248,110038,,,
26970,79300,110120,,,
26980,79355,110209,,,
26990,79425,110270,,,
27000,79246,110034,,,
27010,79192,110035,,,
27020,79208,110026,,,
27030,79192,109969,,,
27040,79153,109930,,,
27050,79144,109937,,,
27060,79133,109890,,,
27070,79130,109903,,,
27080,79146,109912,,,
27090,79133,109908,,,
27100,79130,109924,,,
27110,79103,109903,,,
27120,79110,109893,,,
27130,79129,109929,,,
27140,79156,109903,,,
27150,79149,109930,,,
27160,79129,109941,,,
27170,79133,109916,,,
27180,79139,109915,,,
27190,79150,109922,,,
27200,79098,109899,,,
27210,79088,109862,,,
27220,79071,109851,,,
27230,79040,109841,,,
27240,79016,109778,,,
27250,78995,109724,,,
27260,78978,109718,,,
27270,78947,109685,,,
27280,78903,109614,,,
27290,78898,109617,,,
27300,78874,109586,,,
27310,78855,109563,,,
27320,78844,109533,,,
27330,78839,109537,,,
27340,78844,109534,,,
27350,78865,109556,,,
27360,78899,109624,,,
27370,78976,109721,,,
27380,79028,109793,,,
27390,79111,109898,,,
27400,79250,110058,,,
27410,79359,110215,,,
27420,79475,110377,,,
27430,79651,110563,,,
27440,79791,110754,,,
27450,79910,110894,,,
27460,80057,111053,,,
27470,80117,111190,,,
27480,80225,111289,,,
27490,80293,111347,,,
27500,80276,111352,,,
27510,80267,111342,,,
27520,80268,111321,,,
27530,80203,111250,,,
27540,80146,111169,,,
27550,80066,111121,,,
27560,79994,111017,,,
27570,79941,110942,,,
27580,79863,110830,,,
27590,79802,110748,,,
27600,79752,110697,,,
27610,79700,110624,,,
27620,79664,110563,,,
27630,79582,110500,,,
27640,79545,110453,,,
27650,79493,110348,,,
27660,79434,110304,,,
27670,79321,110183,,,
27680,79273,110057,,,
27690,79173,109959,,,
27700,79087,109853,,,
27710,78995,109751,,,
27720,78910,109623,,,
27730,78827,109509,,,
27740,78764,109433,,,
27750,78681,109349,,,
27760,78627,109268,,,
27770,78577,109209,,,
27780,78541,109157,,,
27790,78502,109128,,,
27800,78481,109096,,,
27810,78463,109085,,,
27820,78451,109087,,,
27830,78481,109097,,,
27840,78468,109124,,,
27850,78511,109147,,,
27860,78556,109201,,,
27870,78604,109246,,,
27880,78671,109304,,,
27890,78714,109391,,,
27900,78774,109466,,,
27910,78835,109583,,,
27920,78910,109650,,,
27930,79001,109741,,,
27940,79083,109846,,,
27950,79149,109952,,,
27960,79253,110049,,,
27970,79300,110120,,,
27980,79338,110211,,,
27990,79400,110258,,,
28000,79215,110040,,,
28010,79202,110027,,,
28020,79192,109991,,,
28030,79174,109989,,,
28040,79161,109959,,,
28050,79162,109928,,,
28060,79127,109918,,,
28070,79116,109917,,,
28080,79123,109904,,,
28090,79127,109912,,,
28100,79127,109921,,,
28110,79152,109923,,,
28120,79145,109908,,,
28130,79139,109916,,,
28140,79152,109904,,,
28150,79123,109942,,,
28160,79148,109950,,,
28170,79122,109944,,,
28180,79158,109941,,,
28190,79129,109902,,,
28200,79106,109905,,,
28210,79109,109865,,,
28220,79071,109829,,,
28230,79042,109818,,,
28240,79024,109773,,,
28250,78998,109753,,,
28260,78999,109704,,,
28270,78940,109677,,,
28280,78905,109627,,,
28290,78887,109597,,,
28300,78889,109581,,,
28310,78844,109559,,,
28320,78832,109544,,,
28330,78837,109550,,,
28340,78817,109543,,,
28350,78842,109583,,,
28360,78911,109608,,,
28370,78965,109694,,,
28380,79041,109813,,,
28390,79135,109915,,,
28400,79241,110038,,,
28410,79373,110218,,,
28420,79485,110389,,,
28430,79627,110547,,,
28440,79779,110714,,,
28450,79907,110907,,,
28460,80044,111038,,,
28470,80147,111157,,,
28480,80226,111272,,,
28490,80270,111307,,,
28500,80299,111365,,,
28510,80286,111356,,,
28520,80253,111315,,,
28530,80237,111278,,,
28540,80135,111186,,,
28550,80102,111094,,,
28560,80013,111003,,,
28570,79914,110922,,,
28580,79871,110828,,,
28590,79786,110752,,,
28600,79755,110684,,,
28610,79687,110637,,,
28620,79661,110577,,,
28630,79613,110501,,,
28640,79562,110425,,,
28650,79495,110357,,,
28660,79425,110277,,,
28670,79345,110191,,,
28680,79263,110074,,,
28690,79165,109960,,,
28700,79089,109870,,,
28710,78994,109725,,,
28720,78903,109633,,,
28730,78842,109518,,,
28740,78731,109419,,,
28750,78680,109335,,,
28760,78611,109286,,,
28770,78557,109200,,,
28780,78530,109153,,,
28790,78485,109119,,,
28800,78464,109090,,,
28810,78474,109075,,,
28820,78469,109090,,,
28830,78461,109087,,,
28840,78517,109126,,,
28850,78504,109141,,,
28860,78564,109191,,,
28870,78615,109268,,,
28880,78666,109332,,,
28890,78720,109375,,,
28900,78799,109482,,,
28910,78836,109570,,,
28920,78920,109644,,,
28930,79020,109737,,,
28940,79064,109858,,,
28950,79140,109946,,,
28960,79225,110001,,,
28970,79298,110149,,,
28980,79354,110226,,,
28990,79418,110289,,,
29000,79225,110050,,,
29010,79218,110013,,,
29020,79208,110032,,,
29030,79179,109979,,,
29040,79204,109941,,,
29050,79137,109938,,,
29060,79125,109893,,,
29070,79092,109911,,,
29080,79119,109919,,,
29090,79093,109899,,,
29100,79119,109906,,,
29110,79140,109910,,,
29120,79129,109903,,,
29130,79129,109915,,,
29140,79141,109927,,,
29150,79153,109912,,,
29160,79152,109910,,,
29170,79120,109926,,,
29180,79141,109897,,,
29190,79109,109919,,,
29200,79134,109905,,,
29210,79092,109857,,,
29220,79067,109839,,,
29230,79059,109819,,,
29240,79016,109766,,,
29250,79005,109735,,,
29260,78972,109700,,,
29270,78932,109658,,,
29280,78889,109639,,,
29290,78880,109601,,,
29300,78865,109587,,,
29310,78874,109557,,,
29320,78831,109546,,,
29330,78839,109522,,,
29340,78813,109547,,,
29350,78830,109563,,,
29360,78879,109633,,,
29370,78973,109710,,,
29380,79026,109803,,,
29390,79143,109928,,,
29400,79231,110073,,,
29410,79356,110214,,,
29420,79506,110381,,,
29430,79647,110562,,,
29440,79761,110743,,,
29450,79917,110892,,,
29460,80060,111059,,,
29470,80156,111180,,,
29480,80218,111277,,,
29490,80292,111336,,,
29500,80281,111326,,,
29510,80269,111369,,,
29520,80238,111308,,,
29530,80200,111262,,,
29540,80144,111196,,,
29550,80090,111062,,,
29560,80016,111001,,,
29570,79941,110912,,,
29580,79845,110829,,,
29590,79805,110772,,,
29600,79729,110692,,,
29610,79694,110608,,,
29620,79623,110561,,,
29630,79566,110489,,,
29640,79531,110446,,,
29650,79483,110360,,,
29660,79419,110275,,,
29670,79344,110197,,,
29680,79254,110087,,,
29690,79153,109958,,,
29700,79077,109841,,,
29710,78980,109762,,,
29720,78895,109640,,,
29730,78829,109503,,,
29740,78731,109448,,,
29750,78675,109319,,,
29760,78631,109271,,,
29770,78567,109202,,,
29780,78521,109164,,,
29790,78498,109121,,,
29800,78471,109091,,,
29810,78475,109105,,,
29820,78449,109081,,,
29830,78464,109104,,,
29840,78489,109113,,,
29850,78529,109151,,,
29860,78571,109183,,,
29870,78625,109283,,,
29880,78660,109331,,,
29890,78721,109389,,,
29900,78787,109477,,,
29910,78859,109535,,,
29920,78915,109661,,,
29930,79011,109763,,,
29940,79070,109842,,,
29950,79147,109953,,,
29960,79217,110022,,,
29970,79297,110116,,,
29980,79363,110197,,,
29990,79415,110259,,,
30000,79224,110035,,,
30010,79204,110000,,,
30020,79206,110002,,,
30030,79185,109985,,,
30040,79159,109962,,,
30050,79138,109932,,,
30060,79131,109929,,,
30070,79129,109905,,,
30080,79141,109877,,,
30090,79139,109881,,,
30100,79151,109921,,,
30110,79151,109919,,,
30120,79136,109910,,,
30130,79137,109929,,,
30140,79133,109932,,,
30150,79150,109951,,,
30160,79137,109932,,,
30170,79123,109951,,,
30180,79133,109913,,,
30190,79141,109917,,,
30200,79102,109870,,,
30210,79101,109866,,,
30220,79076,109839,,,
30230,79048,109801,,,
30240,79029,109765,,,
30250,78998,109746,,,
30260,78960,109707,,,
30270,78930,109687,,,
30280,78897,109632,,,
30290,78889,109634,,,
30300,78878,109573,,,
30310,78864,109561,,,
30320,78820,109533,,,
30330,78829,109530,,,
30340,78805,109526,,,
30350,78854,109578,,,
30360,78885,109591,,,
30370,78949,109684,,,
30380,79027,109801,,,
30390,79135,109911,,,
30400,79236,110068,,,
30410,79369,110229,,,
30420,79526,110391,,,
30430,79665,110554,,,
30440,79799,110729,,,
30450,79900,110904,,,
30460,80021,111043,,,
30470,80134,111181,,,
30480,80226,111264,,,
30490,80265,111316,,,
30500,80285,111365,,,
30510,80278,111347,,,
30520,80242,111323,,,
30530,80195,111260,,,
30540,80132,111165,,,
30550,80087,111107,,,
30560,79994,110999,,,
30570,79919,110898,,,
30580,79839,110849,,,
30590,79804,110745,,,
30600,79731,110704,,,
30610,79699,110614,,,
30620,79655,110584,,,
30630,79599,110514,,,
30640,79555,110420,,,
30650,79491,110358,,,
30660,79415,110279,,,
30670,79333,110170,,,
30680,79246,110078,,,
30690,79175,109959,,,
30700,79107,109865,,,
30710,78992,109753,,,
30720,78895,109651,,,
30730,78821,109517,,,
30740,78744,109417,,,
30750,78668,109378,,,
30760,78616,109269,,,
30770,78586,109212,,,
30780,78508,109139,,,
30790,78504,109115,,,
30800,78471,109092,,,
30810,78451,109076,,,
30820,78457,109101,,,
30830,78488,109096,,,
30840,78493,109126,,,
30850,78533,109162,,,
30860,78564,109197,,,
30870,78610,109274,,,
30880,78653,109328,,,
30890,78740,109392,,,
30900,78762,109451,,,
30910,78866,109552,,,
30920,78935,109666,,,
30930,79006,109758,,,
30940,79059,109842,,,
30950,79166,109939,,,
30960,79233,110024,,,
30970,79304,110137,,,
30980,79372,110189,,,
30990,79420,110280,,,
31000,79218,110039,,,
31010,79231,110018,,,
31020,79193,110018,,,
31030,79174,109987,,,
31040,79172,109936,,,
31050,79122,109919,,,
31060,79123,109904,,,
31070,79135,109920,,,
31080,79129,109905,,,
31090,79136,109902,,,
31100,79133,109913,,,
31110,79124,109917,,,
31120,79134,109916,,,
31130,79132,109934,,,
31140,79130,109915,,,
31150,79133,109928,,,
31160,79127,109910,,,
31170,79137,109937,,,
31180,79144,109922,,,
31190,79157,109918,,,
31200,79106,109904,,,
31210,79106,109883,,,
31220,79104,109820,,,
31230,79019,109829,,,
31240,79011,109779,,,
31250,79009,109731,,,
31260,78955,109695,,,
31270,78952,109671,,,
31280,78958,109634,,,
31290,78908,109607,,,
31300,78890,109580,,,
31310,78839,109549,,,
31320,78827,109539,,,
31330,78827,109538,,,
31340,78834,109548,,,
31350,78860,109574,,,
31360,78905,109632,,,
31370,78952,109693,,,
31380,79035,109805,,,
31390,79110,109915,,,
31400,79232,110060,,,
31410,79379,110218,,,
31420,79485,110393,,,
31430,79642,110563,,,
31440,79791,110738,,,
31450,79906,110913,,,
31460,80045,111054,,,
31470,80141,111182,,,
31480,80211,111276,,,
31490,80264,111336,,,
31500,80302,111364,,,
31510,80270,111338,,,
31520,80244,111317,,,
31530,80204,111259,,,
31540,80139,111188,,,
31550,80081,111099,,,
31560,80014,110979,,,
31570,79928,110898,,,
31580,79860,110824,,,
31590,79797,110763,,,
31600,79744,110693,,,
31610,79711,110628,,,
31620,79661,110568,,,
31630,79582,110482,,,
31640,79564,110429,,,
31650,79495,110340,,,
31660,79407,110283,,,
31670,79342,110182,,,
31680,79260,110087,,,
31690,79168,109973,,,
31700,79100,109861,,,
31710,78999,109736,,,
31720,78918,109625,,,
31730,78853,109492,,,
31740,78764,109451,,,
31750,78674,109360,,,
31760,78625,109264,,,
31770,78549,109200,,,
31780,78522,109152,,,
31790,78508,109140,,,
31800,78482,109103,,,
31810,78463,109052,,,
31820,78473,109090,,,
31830,78453,109095,,,
31840,78490,109114,,,
31850,78518,109153,,,
31860,78569,109202,,,
31870,78609,109255,,,
31880,78664,109327,,,
31890,78726,109401,,,
31900,78771,109484,,,
31910,78854,109547,,,
31920,78929,109647,,,
31930,78984,109767,,,
31940,79070,109845,,,
31950,79142,109935,,,
31960,79221,110031,,,
31970,79288,110104,,,
31980,79366,110218,,,
31990,79416,110263,,,
32000,79214,110044,,,
32010,79207,110022,,,
32020,79203,110003,,,
32030,79175,109995,,,
32040,79139,109953,,,
32050,79149,109938,,,
32060,79130,109917,,,
32070,79137,109907,,,
32080,79123,109901,,,
32090,79137,109908,,,
32100,79116,109914,,,
32110,79134,109904,,,
32120,79109,109896,,,
32130,79152,109903,,,
32140,79155,109895,,,
32150,79148,109915,,,
32160,79141,109925,,,
32170,79145,109934,,,
32180,79163,109900,,,
32190,79128,109897,,,
32200,79102,109881,,,
32210,79118,109884,,,
32220,79087,109833,,,
32230,79054,109811,,,
32240,79013,109770,,,
32250,78974,109767,,,
32260,78960,109699,,,
32270,78943,109689,,,
32280,78899,109644,,,
32290,78892,109625,,,
32300,78868,109588,,,
32310,78864,109564,,,
32320,78838,109540,,,
32330,78830,109527,,,
32340,78829,109546,,,
32350,78865,109565,,,
32360,78894,109630,,,
32370,78937,109696,,,
32380,79036,109796,,,
32390,79132,109895,,,
32400,79238,110060,,,
32410,79352,110216,,,
32420,79522,110390,,,
32430,79654,110552,,,
32440,79790,110745,,,
32450,79922,110904,,,
32460,80059,111065,,,
32470,80106,111179,,,
32480,80203,111264,,,
32490,80268,111338,,,
32500,80295,111358,,,
32510,80292,111334,,,
32520,80249,111324,,,
32530,80209,111239,,,
32540,80154,111178,,,
32550,80085,111081,,,
32560,80002,111011,,,
32570,79932,110923,,,
32580,79864,110811,,,
32590,79813,110758,,,
32600,79739,110679,,,
32610,79711,110613,,,
32620,79657,110563,,,
32630,79589,110500,,,
32640,79548,110426,,,
32650,79489,110367,,,
32660,79429,110274,,,
32670,79348,110189,,,
32680,79275,110068,,,
32690,79179,109971,,,
32700,79076,109857,,,
32710,78984,109748,,,
32720,78891,109640,,,
32730,78816,109536,,,
32740,78716,109452,,,
32750,78695,109348,,,
32760,78625,109273,,,
32770,78555,109205,,,
32780,78547,109177,,,
32790,78500,109145,,,
32800,78491,109068,,,
32810,78459,109070,,,
32820,78460,109078,,,
32830,78457,109090,,,
32840,78515,109123,,,
32850,78535,109162,,,
32860,78550,109206,,,
32870,78602,109245,,,
32880,78666,109316,,,
32890,78714,109398,,,
32900,78781,109493,,,
32910,78860,109572,,,
32920,78926,109664,,,
32930,79004,109758,,,
32940,79074,109840,,,
32950,79171,109938,,,
32960,79224,110021,,,
32970,79300,110118,,,
32980,79371,110202,,,
32990,79434,110256,,,
33000,79249,110019,,,
33010,79218,110000,,,
33020,79198,110000,,,
33030,79187,109956,,,
33040,79173,109953,,,
33050,79155,109929,,,
33060,79112,109918,,,
33070,79113,109913,,,
33080,79120,109918,,,
33090,79134,109898,,,
33100,79142,109898,,,
33110,79131,109939,,,
33120,79127,109922,,,
33130,79132,109908,,,
33140,79160,109931,,,
33150,79140,109946,,,
33160,79160,109931,,,
33170,79150,109926,,,
33180,79119,109915,,,
33190,79143,109918,,,
33200,79116,109904,,,
33210,79129,109871,,,
33220,79061,109843,,,
33230,79050,109816,,,
33240,79008,109775,,,
33250,78980,109731,,,
33260,78968,109709,,,
33270,78931,109686,,,
33280,78901,109648,,,
33290,78888,109610,,,
33300,78851,109605,,,
33310,78838,109573,,,
33320,78816,109525,,,
33330,78818,109530,,,
33340,78841,109536,,,
33350,78849,109551,,,
33360,78890,109618,,,
33370,78941,109692,,,
33380,79040,109782,,,
33390,79104,109912,,,
33400,79234,110056,,,
33410,79354,110199,,,
33420,79502,110392,,,
33430,79667,110542,,,
33440,79822,110735,,,
33450,79940,110897,,,
33460,80036,111050,,,
33470,80164,111162,,,
33480,80191,111288,,,
33490,80263,111336,,,
33500,80267,111366,,,
33510,80295,111352,,,
33520,80248,111316,,,
33530,80221,111251,,,
33540,80127,111174,,,
33550,80081,111072,,,
33560,80006,110977,,,
33570,79941,110915,,,
33580,79877,110825,,,
33590,79806,110767,,,
33600,79744,110673,,,
33610,79704,110604,,,
33620,79657,110551,,,
33630,79593,110508,,,
33640,79541,110414,,,
33650,79454,110345,,,
33660,79418,110276,,,
33670,79353,110181,,,
33680,79255,110072,,,
33690,79161,109963,,,
33700,79075,109869,,,
33710,78971,109752,,,
33720,78915,109627,,,
33730,78810,109536,,,
33740,78738,109439,,,
33750,78689,109334,,,
33760,78638,109288,,,
33770,78563,109235,,,
33780,78515,109139,,,
33790,78488,109115,,,
33800,78474,109097,,,
33810,78480,109081,,,
33820,78453,109055,,,
33830,78469,109076,,,
33840,78499,109092,,,
33850,78521,109157,,,
33860,78598,109215,,,
33870,78613,109275,,,
33880,78654,109341,,,
33890,78728,109388,,,
33900,78770,109469,,,
33910,78848,109527,,,
33920,78912,109644,,,
33930,78998,109739,,,
33940,79077,109841,,,
33950,79197,109944,,,
33960,79224,110030,,,
33970,79310,110128,,,
33980,79381,110197,,,
33990,79421,110287,,,
34000,79227,110043,,,
34010,79194,110011,,,
34020,79176,110005,,,
34030,79193,109980,,,
34040,79155,109947,,,
34050,79139,109923,,,
34060,79124,109908,,,
34070,79140,109898,,,
34080,79134,109902,,,
34090,79142,109901,,,
34100,79132,109910,,,
34110,79121,109913,,,
34120,79133,109905,,,
34130,79134,109928,,,
34140,79144,109914,,,
34150,79178,109941,,,
34160,79137,109959,,,
34170,79154,109933,,,
34180,79132,109932,,,
34190,79116,109907,,,
34200,79131,109897,,,
34210,79098,109854,,,
34220,79089,109851,,,
34230,79057,109813,,,
34240,79010,109775,,,
34250,78962,109715,,,
34260,78971,109721,,,
34270,78930,109669,,,
34280,78927,109640,,,
34290,78901,109598,,,
34300,78866,109596,,,
34310,78853,109569,,,
34320,78837,109530,,,
34330,78818,109522,,,
34340,78814,109532,,,
34350,78863,109568,,,
34360,78872,109623,,,
34370,78967,109709,,,
34380,79033,109787,,,
34390,79125,109928,,,
34400,79247,110057,,,
34410,79345,110221,,,
34420,79500,110389,,,
34430,79647,110557,,,
34440,79793,110729,,,
34450,79937,110906,,,
34460,80036,111040,,,
34470,80134,111187,,,
34480,80218,111257,,,
34490,80275,111343,,,
34500,80285,111353,,,
34510,80296,111355,,,
34520,80229,111318,,,
34530,80211,111251,,,
34540,80139,111177,,,
34550,80075,111089,,,
34560,80010,111022,,,
34570,79933,110938,,,
34580,79859,110817,,,
34590,79800,110756,,,
34600,79766,110698,,,
34610,79701,110629,,,
34620,79648,110552,,,
34630,79611,110482,,,
34640,79542,110431,,,
34650,79495,110359,,,
34660,79418,110277,,,
34670,79352,110195,,,
34680,79253,110056,,,
34690,79166,109983,,,
34700,79104,109861,,,
34710,78997,109752,,,
34720,78904,109627,,,
34730,78822,109512,,,
34740,78719,109435,,,
34750,78678,109368,,,
34760,78597,109266,,,
34770,78556,109214,,,
34780,78531,109159,,,
34790,78504,109109,,,
34800,78474,109116,,,
34810,78449,109067,,,
34820,78459,109090,,,
34830,78462,109096,,,
34840,78476,109096,,,
34850,78503,109148,,,
34860,78575,109188,,,
34870,78616,109269,,,
